IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV
21,08,GTW,1079509,,,,,21,08,GTW,1079509,,,21,08,11,3,30,PM,01,3,0,0,0,,WOODHAVEN,17.2,26,80,2,3,004,E,R982,1,725,7,Y,FLAT ROCK YARD CR 27,1,,2,CMBX,008132,007,N,,,000,,1,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,M105,,0,0,0,0,M105,2,1,004,48264,,26C163,0,000000,0,1,0,1,0,07,30,07,30,3,4,,No,,,,190,,2021,0,0,0,0,0,0,WAYNE,163,,,,N,OTH,000-000-000,"CREW OF R98261-11 KICKED A SINGLE CAR DOWX 69314 INTO CR26, AS THE CREW PROCEEDED TO SHOVE INTO CR27","A STRONG WIND BLEW DOWX 69314 INTO THE SIDE OF CMBX 8132. AS RESULT, DOWX 69314 DERAILED.",,,,,,,,,,,,,,0,42.120386,-83.248103,2,5,,,,FLAT ROCK
21,08,GTW,1079509,,,,,21,08,GTW,1079509,,,21,08,11,3,30,PM,01,0,0,0,0,,WOODHAVEN,17.20,26,80,2,3,000,R,,1,615,5,N,FLAT ROCK YARD CR 26,1,,2,DOWX,069314,001,N,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,48264,0,M105,,0,0,0,0,M105,2,1,004,48264,,26C163,0,000000,0,0,0,0,0,,,,,1,4,,No,,,,190,,2021,0,0,0,0,0,0,WAYNE,163,,,,N,OTH,000-000-000,"CREW OF R98261-11 KICKED A SINGLE CAR DOWX 69314 INTO CR26, AS THE CREW PROCEEDED TO SHOVE INTO CR27","A STRONG WIND BLEW DOWX 69314 INTO THE SIDE OF CMBX 8132. AS RESULT, DOWX 69314 DERAILED.",,,,,,,,,,,,,,0,42.120386,-83.248103,2,5,,,,FLAT ROCK
21,11,UP,1121GP011,,,,,21,11,UP,1121GP011,,,21,11,05,7,0,PM,12,0,0,0,0,,NORTH PLATTE,287.58,31,55,3,1,006,E,,3,153,6,N,YARD 051,2,,2,DTTX,721831,002,Y,,,000,,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,6143,0,E09C,,0,0,0,0,E09C,2,2,006,14522,,31C111,0,000000,0,0,0,0,0,,,,,1,6,,CL,,,,391,,2021,0,0,0,0,0,0,LINCOLN,111,,,,N,OTH,000-000-000,"DURING HUMPING OPERATIONS, A THREE PACK OF INTERMODAL CARS STALLED ON THE CURVE, JUST OUTSIDE OF THE","MASTERS.  ANOTHER THREE PACK WAS LET GO OFF THE HILL AND COLLIDED WITH THE STOPPED CARS, DERAILING",TWO CARS.  IT WAS DETERMINED THAT CAR DTTX721075 HAD A DEFECTIVE SLACK ADJUSTER THAT CAUSED THE CAR,"TO SLOW ROLL AND ALLOW THE CAR BEHIND IT TO CATCH UP AND BYPASS, RESULTING IN A DERAILMENT.",,,,,,,,,,,,0,41.15155,-100.824767,2,5,,,,NORTH PLATTE TERMINA
21,11,UP,1121GP011,,,,,21,11,UP,1121GP011,,,21,11,05,7,0,PM,12,0,0,0,0,,NORTH PLATTE,287.58,31,55,3,1,000,E,,3,174,6,N,YARD 051,2,,2,DTTX,721075,001,Y,DTTX,721075,001,Y,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,7179,1200,E09C,,0,0,0,0,E09C,2,2,006,14522,,31C111,0,000000,0,0,0,0,0,,,,,3,6,,CL,,,,391,,2021,0,0,0,0,0,0,LINCOLN,111,,,,N,OTH,000-000-000,"DURING HUMPING OPERATIONS, A THREE PACK OF INTERMODAL CARS STALLED ON THE CURVE, JUST OUTSIDE OF THE","MASTERS.  ANOTHER THREE PACK WAS LET GO OFF THE HILL AND COLLIDED WITH THE STOPPED CARS, DERAILING",TWO CARS.  IT WAS DETERMINED THAT CAR DTTX721075 HAD A DEFECTIVE SLACK ADJUSTER THAT CAUSED THE CAR,"TO SLOW ROLL AND ALLOW THE CAR BEHIND IT TO CATCH UP AND BYPASS, RESULTING IN A DERAILMENT.",,,,,,,,,,,,0,41.15155,-100.824767,2,5,,,,NORTH PLATTE TERMINA
21,03,NJTR,202104138,,,,,21,03,NJTR,202104138,,,21,03,13,1,14,PM,13,0,0,0,0,,NEWARK,8.3,34,40,2,1,000,E,X797,4,0,3,Y,TRACK 3,3,8.88,1,NJTR,004643,001,N,,,000,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14247,0,S010,,0,0,0,0,S010,1,3,000,14247,,34C013,0,000000,0,1,0,1,1,08,07,08,07,1,1,,No,,,,148,,2021,0,0,0,0,0,0,ESSEX,013,,,,N,CWR,,TRAIN X797 REPORTED POWER LOSS DUE TO A WIRE BEING DOWN CAUSING DAMAGES TO THE PANTOGRAPH ON ENGINE,#4643 WHILE ENROUTE WEST AT NEWARK PENN STATION.,,,,,,,,,,,,,,0,40.732738,-74.165727,1,1,A,G,,NEWARK
21,03,NJTR,202104139,,,,,21,03,NJTR,202104139,,,21,03,26,10,35,AM,13,0,0,0,0,,HOBOKEN,0.1,34,50,2,1,005,E,7015,4,0,3,Y,DEPOT TRACK 18,1,N/A,2,NJTR,004501,002,N,,,000,,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12734,0,H599,H509,0,0,0,0,H599,2,1,005,12734,,34C017,0,000000,0,1,0,1,1,05,15,04,45,1,1,,No,,,,193,,2021,0,0,0,0,0,0,HUDSON,017,,,,N,CWR,,TRAIN CREW X #7501 FAILED TO CONDUCT A MODE CHANGE FROM ELECTRIC TO DIESEL RESULTING IN ENGINE 4501,COMING OUT FROM UNDER THE WIRE ON DEPOT TRACK 18 IN HOBEKEN. DAMAGES SUSTAINED TO PANTOGRAPH.,,,,,,,,,,,,,,0,40.734125,-74.031737,2,5,L,,,HOBOKEN
21,05,BNSF,SW0521105,,,,,21,05,BNSF,SW0521105,,,21,05,24,5,30,AM,01,6,0,0,0,,THOREAU,141.4,35,27,1,1,015,E,HKCK,4,10628,1,Y,MAIN 2 TRACK,5,62.66,1,AGPX,011707,022,Y,,,000,,5,0,0,0,1,0,0,0,0,0,77,0,16,0,0,5,0,2,0,0,20327,103000,T204,,0,0,0,0,T204,1,5,015,123327,,35C031,0,000000,0,1,0,1,0,04,55,04,55,1,5,,CL,,,,127,,2021,0,0,0,0,0,0,MCKINLEY,031,,,,N,CWR,000-000-000,H-KCKBAR3-21 DERAILED 7 RAILCARS WHILE TRAVERSING MAIN 2 TRACK DUE TO TRACK BROKEN RAIL.  NO HAZARDO,US MATERIALS WERE RELEASED.,,,,,,,,,,,,,,0,35.498303,-108.461688,1,1,Q,,,GALLUP
21,07,UP,0721NC020,,,,,21,07,UP,0721NC020,,,21,07,20,6,54,PM,01,16,0,0,0,,LOVELOCK,348.55,32,95,3,1,028,R,MRVH,3,5623,1,Y,SINGLE MAIN TRACK,5,26.2,1,TTPX,805112,025,N,TTPX,805112,025,N,3,0,0,0,0,0,0,0,0,0,26,0,71,0,0,0,0,1,0,0,39988,678,E33C,,0,0,0,0,E33C,1,5,028,40666,,32C027,0,000000,0,1,0,1,0,10,24,10,24,1,7,,CL,,,,202,,2021,0,0,0,0,0,0,PERSHING,027,,,,N,CWR,000-000-000,"MRVHK-19 WAS ENTERING COLADO SIDING, WHEN CREW REPORTED TRAIN WAS IN EMERGENCY.  ON INSPECTION IT WA",S FOUND THAT TTPX805112 HAD THE EAST SET OF TRUCKS DERAILED AND WAS MISSING A DRAWBAR ON THE MAINLIN,E.,,,,,,,,,,,,,0,40.225873,-118.422972,1,1,J,,,NEVADA SUB
21,08,UP,0821RM006,,,,,21,08,UP,0821RM006,,,21,08,08,11,35,AM,11,23,0,0,0,,LAS VEGAS,333.21,32,110,2,1,000,R,MNPW,4,13307,1,N,MAIN LINE 2,4,10.4,1,AOK,028139,017,Y,,,000,,3,0,0,0,2,0,0,0,0,0,118,0,6,0,0,0,0,0,0,0,58646,99,M502,,0,0,0,0,M502,1,4,000,58745,,32C003,0,000000,0,0,0,0,0,,,,,1,7,,CL,,,,223,,2021,0,0,0,0,0,0,CLARK,003,,,,N,CWR,000-000-000,"MNPWCB-03, IT WAS REPORTED A RAILCAR WAS ON FIRE AT MP 333.2 ON THE CIMA SUBDIVISION.  UPON INVESTIG","ATION, DISCOVERED THE AOK28139, A CENTER BEAM FLATCAR LOADED WITH WOOD SIDING WAS FULLY ENGULFED IN",FLAMES.  NO DERAILMENT.,,,,,,,,,,,,,0,36.158935,-115.156323,1,1,Q,J,,CIMA SUB
21,09,UP,0921NC022,,,,,21,09,UP,0921NC022,,,21,09,13,2,41,AM,01,31,1,0,0,,ELKO,559.4,32,62,4,1,004,E,MGRR,3,16756,1,Y,YARD 012,1,,2,PROX,060520,040,Y,,,000,,3,0,1,0,1,0,0,0,0,0,139,0,78,0,0,3,0,1,0,0,7000,123007,H703,,0,0,0,0,H703,2,1,004,130007,,32C007,0,000000,0,1,0,1,0,03,26,03,26,1,7,,CL,,,,745,,2021,0,0,0,0,0,0,ELKO,007,,,,N,CWR,000-000-000,"MNPFR-12 WAS MAKING A SETOUT AT ELKO YARD WHEN THEY DERAILED ON THE WEST 12/17 SWITCH, ON A REVERSE",MOVE.  TIR FOOTAGE SHOWED THE TARGET ON THE 12/17 SWITCH CORRECTLY LINED FOR THE FIRST FORWARD MOVEM,"ENT IN TRACK 17.  UPON ARRIVAL AT THE DERAILMENT SCENE, THE 12/17 SWITCH WAS LINED AND LOCKED FOR TR",ACK 12.  IT WAS DETERMINED THAT THE SWITCH WAS FLOATING AND THERE WAS NO HASP ON THE SWITCH.  THE FI,"RST REVERSE MOVE OVER THE 12/17 SWITCH, WHICH WAS TO GET A PIN ON THE REAR DPU, WAS 35 FEET.  IT WAS",DETERMINED THAT THE PROX60520 HAD RE-RAILED ITSELF ON THE CROSSING.  THIS RE-RAILED CAR WAS FOUND I,N TRAIN WITH DAMAGE TO WHEELS AND TRUCKS.  THE NEXT MOVE WAS A REVERSE MOVE FOR THE REAR END SET OUT,", WHICH MOVED 636 FEET.  217 CARS IN CONSIST.",,,,,,,,0,40.867303,-115.719833,2,5,,,,LAKESIDE SUB
21,12,NJTR,202201011,,,,,21,12,ATK,169362,,,21,12,17,4,0,PM,01,0,0,0,0,,LONG ISLAND CITY,3,36,56,2,2,006,R,3861,4,0,3,Y,TRACK 14,1,N/A,2,NJTR,007045,007,N,,,000,,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,13881,0,T110,,0,0,0,0,T110,2,1,006,89881,,36C081,0,000000,0,1,0,1,1,05,42,05,57,1,1,,No,,,,172,,2021,0,0,0,0,0,0,QUEENS,081,,,,N,CWR,,TRAIN #3861 DERAILED THE A END TRUCK OF THE LAST CAR IN CONSIST WHILE DEPARTING WEST FROM TRACK #14,DUE TO A TRACK DEFECT. DERAIL WAS DOWN AND SWITCHES WERE PROPERLY LINED.,,,,,,,,,,,,,,0,40.745696,-73.939412,2,5,L,,,NEWARK
21,11,ADCX,21111301D,,,,,21,11,CSX,000203694,,,21,11,03,12,30,PM,01,0,0,0,0,,UTICA,U00.00,36,60,2,1,005,E,EX02,2,1020,7,Y,HOTEL TRACK,X,,2,ADIX,001645,012,N,,,000,,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,1,0,30000,0,H212,H399,0,0,0,0,H212,4,1,005,30064,,36C065,0,000000,0,1,0,1,0,04,30,04,30,2,1,,Cl,,,,404,,2021,0,0,0,0,0,0,ONEIDA,065,00,00,,N,OTH,000-000-000,"WHILE SHOVING SOUTH ON TRACK ONE, THE CREW LOST RADIO COMMUNICATION AND THE CARS PROCEEDED OVER A DE",RAIL. THE REAR CAR OF THE CONSIST DERAILED AND WAS SHOVED APPROXIMATELY 270 FEET BEFORE COMING TO A,"STOP. THE TRACK BEYOND THE DERAIL WAS THE LEAD TO THE ""HOTEL TRACK"" WHICH IS OWNED AND MAINTAINED BY",CSX. THE CREW WAS DRUG TESTED AND PLACED OUT-OF-SERVICE FOR 30 DAYS. THE CAR WAS RE-RAILED AND REPA,IRED,,,,,,,,,,,0,43.103309,-75.21742,2,5,,,,SYSTEM
21,12,ATK,169362,21,12,NJTR,202201011,21,12,ATK,169362,,,21,12,17,4,0,PM,01,0,0,0,0,,LONG ISLAND CITY,0003.0,36,58,3,1,000,,,,0,,,TRACK 14,1,,2,,,000,,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76000,T110,,0,0,0,0,T110,2,1,006,89881,,36C081,0,000000,0,0,0,0,0,,,,,2,1,,No,,,,190,,2021,0,0,0,0,0,0,QUEENS,081,,,,,CWR,,NJT 3861 (4650-6)  REAR CAR 7045 DERAILED ON NO.14 TRACK IN SSY WHILE DEPARTING WESTBOUND UNDER SIGN,AL INDICATION. UPON INSPECTION IT WAS FOUND THAT THE A END TRUCK OF CAR 7045 HAD DERAILED.,,,,,,,,,,,,,,,40.745696,-73.939412,2,5,L,,,SOSS
