IYR,IMO,RAILROAD,INCDTNO,IYR2,IMO2,RR2,INCDTNO2,IYR3,IMO3,RR3,INCDTNO3,DUMMY1,GXID,YEAR,MONTH,DAY,TIMEHR,TIMEMIN,AMPM,TYPE,CARS,CARSDMG,CARSHZD,EVACUATE,DIVISION,STATION,MILEPOST,STATE,TEMP,VISIBLTY,WEATHER,TRNSPD,TYPSPD,TRNNBR,TRNDIR,TONS,TYPEQ,EQATT,TRKNAME,TRKCLAS,TRKDNSTY,TYPTRK,RRCAR1,CARNBR1,POSITON1,LOADED1,RRCAR2,CARNBR2,POSITON2,LOADED2,HEADEND1,MIDMAN1,MIDREM1,RMAN1,RREM1,HEADEND2,MIDMAN2,MIDREM2,RMAN2,RREM2,LOADF1,LOADP1,EMPTYF1,EMPTYP1,CABOOSE1,LOADF2,LOADP2,EMPTYF2,EMPTYP2,CABOOSE2,EQPDMG,TRKDMG,CAUSE,CAUSE2,CASKLDRR,CASINJRR,CASKLD,CASINJ,ACCAUSE,ACCTRK,ACCTRKCL,HIGHSPD,ACCDMG,DUMMY2,STCNTY,TOTINJ,DUMMY3,TOTKLD,ENGRS,FIREMEN,CONDUCTR,BRAKEMEN,ENGHR,ENGMIN,CDTRHR,CDTRMIN,JOINTCD,REGION,DUMMY4,TYPRR,DUMMY5,RRDIV,METHOD,NARRLEN,DUMMY6,YEAR4,RREMPKLD,RREMPINJ,PASSKLD,PASSINJ,OTHERKLD,OTHERINJ,COUNTY,CNTYCD,ALCOHOL,DRUG,DUMMY7,PASSTRN,SSB1,SSB2,NARR1,NARR2,NARR3,NARR4,NARR5,NARR6,NARR7,NARR8,NARR9,NARR10,NARR11,NARR12,NARR13,NARR14,NARR15,RCL,Latitude,Longitud,SIGNAL,MOPERA,ADJUNCT1,ADJUNCT2,ADJUNCT3,SUBDIV
22,05,UP,0522GP021,,,,,22,05,UP,0522GP021,,,22,05,26,7,28,AM,01,0,0,0,0,,GOTHENBURG,246.46,31,40,1,1,050,E,CWTO,3,42042,1,Y,MAIN LINE 3,4,95.8,1,WEPX,002020,256,N,,,000,,2,0,3,0,1,0,0,0,0,0,294,0,0,0,0,29,0,0,0,0,1065242,90000,T210,,0,0,0,0,T210,1,4,050,1155242,,31C047,0,000000,0,1,0,1,0,04,48,04,48,1,6,,CL,,,,222,,2022,0,0,0,0,0,0,DAWSON,047,,,,N,CWR,000-000-000,CWTOK-24 WAS TRAVELING EASTBOUND ON MAIN 3 WHEN THEY WENT INTO EMERGENCY AND THE APPROACHING TRAIN O,"N 1 TRACK SAID THEY HAD SMOKE AND DUST COMING FROM THE REAR OF THEIR TRAIN. TRAIN CONSIST = 16,048 F",EET WITH 294 RAILCARS.,,,,,,,,,,,,,0,40.909866,-100.125414,1,1,,,,KEARNEY SUB
22,03,BNSF,HL0322116,,,,,22,03,BNSF,HL0322116,,,22,03,22,1,37,AM,01,0,0,0,0,,LINCOLN,2.6,31,41,4,3,006,E,YLIN,3,0,8,Y,1055,1,0,2,BNSF,006044,001,,,,000,,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36114,461,H303,,0,0,0,0,H303,2,1,006,36575,,31C109,0,000000,0,3,0,0,0,07,37,,,1,6,,CL,,,,240,,2022,0,0,0,0,0,0,LANCASTER,109,,,,N,OTH,,Y-LIN5321-21 DERAILED 1 LOCOMOTIVE WHILE OPERATING LIGHT LOCOMOTIVES IN YARD TRACK 1055 DUE TO FAILU,RE TO REMOVE DERAIL.  A MECHANICAL EMPLOYEE MISTAKENLY ACTIVATED THE DERAIL IN FRONT OF THE MOVEMENT,.  NO HAZARDOUS MATERIALS WERE RELEASED.,,,,,,,,,,,,,0,40.80631,-96.743439,2,5,K,,,CRESTON
22,04,UP,0422GP013,,,,,22,04,UP,0422GP013,,,22,04,17,7,20,PM,01,0,0,0,0,,NORTH PLATTE,284.33,31,61,3,2,015,E,COKN,4,6366,1,Y,SOUTH BELT,3,,2,WEPX,004298,020,N,WEPX,004298,020,N,4,0,3,0,2,0,0,0,0,0,0,0,297,0,0,0,0,1,0,0,47716,412180,E49C,,0,0,0,0,E49C,2,3,015,459896,,31C111,0,000000,0,1,0,1,1,02,20,02,20,1,6,,CL,,,,618,,2022,0,0,0,0,0,0,LINCOLN,111,00,00,,N,OTH,000-000-000,THE COKNA-14 WAS BEING BROUGHT INTO THE WEST RUN THRU YARD BY THE EAST RSS CREW FOR YARDING INTO TRA,"CK 291, VIA THE SOUTH BELT. AS THEY WERE MOVING, THEY RECEIVED NOTIFICATION FROM THE DRAGGING EQUIPM","ENT DETECTOR AT MP 282.1. SHORTLY AFTER, THE VAN YARD UTILITY CREW REPORTED TO THE TTD TO INSTRUCT T","HE TRAIN TO STOP, DUE TO MISSING WHEELS ON A CAR WEPX4298. THE TRAIN WAS TRAVELING APPROXIMATELY 15","MPH WHEN NOTIFIED TO STOP, THE CREW STOPPED AND BEGAN INSPECTING THEIR TRAIN. THEY FOUND THE WEPX429","8 MISSING A SET OF WHEELS & MISSING A PAD ADAPTER, AND THE TRUCKS LAYING ON TOP OF THE RAIL. CONSIST",WAS TOTAL OF 301.,,,,,,,,,0,41.140163,-100.763566,1,5,,,,NORTH PLATTE TERMINA
22,04,UP,0422GP015,,,,,22,04,UP,0422GP015,,,22,04,19,6,0,AM,12,0,0,0,0,,NORTH PLATTE,286.95,31,40,1,2,011,E,,3,129,5,N,YARD 030,2,,2,UTLX,600874,001,Y,,,000,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,M407,,0,0,0,0,M407,2,2,011,28142,,31C111,0,000000,0,0,0,0,0,,,,,3,6,,CL,,,,376,,2022,0,0,0,0,0,0,LINCOLN,111,,,,N,CWR,000-000-000,"LOADED SYRUP CAR UTLX600874 WAS HUMPED INTO BOWL 30 AT 05:55, AT 5MPH OVER REQUESTED SPEED. AT 06:00",ADMX62012 WAS HUMPED INTO BOWL 30 ALONG WITH MBKX190070 AT A SPEED OF 17.4 VS. A REQUESTED OF 8.32.,"ADMX62012 SUSTAINED DAMAGE TO THE A END OF THE CAR. NO DERAILMENT, CAUSE BELIEVED TO BE CONTAMINATE",D WHEELS ON ONE OF THE CARS PREVIOUSLY HUMPED INTO BOWL 30. NO TRACK DAMAGE.,,,,,,,,,,,,0,41.150696,-100.812498,2,5,,,,NORTH PLATTE TERMINA
22,01,UP,0122NC055,,,,,22,01,UP,0122NC055,,,22,01,17,10,3,PM,01,0,0,0,0,,ELKO,559.37,32,30,4,1,008,E,MOGR,4,14057,1,Y,YARD 017,1,,2,TTGX,990549,060,N,,,000,,3,0,1,0,0,0,0,0,0,0,84,0,65,0,0,0,0,4,0,0,19334,1000,H503,,0,0,0,0,H503,2,1,008,20334,,32C007,0,000000,0,1,0,1,0,,03,,03,1,7,,CL,,,,248,,2022,0,0,0,0,0,0,ELKO,007,00,00,,N,OTH,000-000-000,THE MOGRV-17 WAS PERFORMING WORK IN THE ELKO YARD AND DURING A FORWARD MOVEMENT THE ENGINEER USED EX,CESSIVE AUTOMATIC AND DYNAMIC BRAKES TO STOP THE TRAIN RESULTING IN BUFF FORCES THAT LIFTED AND DERA,ILED FOUR CARS DURING THE SUBSEQUENT SHOVE MOVE.,,,,,,,,,,,,,0,40.866979,-115.720203,2,5,,,,LAKESIDE SUB
22,01,MNCW,76463,22,01,NJTR,202202071,22,01,MNCW,76463,,,22,01,17,5,20,AM,01,0,0,0,0,,PORT JERVIS,87.5,36,21,4,3,000,,,,0,,,TRACK 03,1,,2,,,000,,,,000,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6021,H607,H303,0,0,0,0,H607,2,1,005,14298,,36C071,0,000000,0,0,0,0,0,,,,,1,1,,No,,,,138,,2022,0,0,0,0,0,0,ORANGE,071,,,,,CWR,,NJT TRAIN #70 WAS OPERATING EAST ON PORT JERVIS YARD LEAD AND OPERATED THE LEAD CAR OVER A DERAIL TH,AT WAS LEFT IN THE DERAILING POSITION.,,,,,,,,,,,,,,,41.376186,-74.65776,2,5,L,,,MNR PORT JERVIS LINE
22,01,UP,0122PN026,,,,,22,01,UP,0122PN026,,,22,01,18,5,35,PM,01,21,0,0,0,,PENDLETON,255.9,41,33,2,3,015,E,MPCP,4,9030,1,Y,SINGLE MAIN TRACK,6,21.8,1,RBOX,036895,035,N,RBOX,036895,035,N,3,0,2,0,0,0,0,0,0,0,98,0,43,0,0,0,0,1,0,0,10713,52346,E67C,,0,0,0,0,E67C,1,6,015,63059,,41C059,0,000000,0,1,0,1,0,03,20,03,25,1,8,,CL,,,,446,,2022,0,0,0,0,0,0,UMATILLA,059,,,,N,CWR,000-000-000,"MPCDP-17 TRAIN TRAVERSED DRAGGING EQUIPMENT DETECTOR AT MP255.8 WHEN THEY RECEIVED DEFECT, AND BROUG",HT TRAIN TO A STOP.  TRAIN CONFIGURED 3X2X0.  ENGINEER HAD THE FENCE UP WITH THE HEAD END IN DB5 AND,"THE MIDS IN DB4.  WHEN THEY BROUGHT IT TO A STOP, TRAIN WENT INTO EMERGENCY.  SINGLE CAR RBOX36895",DERAILED WITH ALL 4 WHEELS.  SLAG BUILD-UP FOUND AT POD AT MP255.9 AS WELL AS ON THE WHEELS OF SAID,"CAR.  NO HAND BRAKE APPLIED, NOR RETAINER SET.",,,,,,,,,,,0,45.479845,-118.303178,1,1,,,,LA GRANDE SUB
22,04,BNSF,NW0422116,,,,,22,04,BNSF,NW0422116,,,22,04,20,5,19,PM,01,0,0,0,0,,KLAMATH FALLS,0.1,41,55,3,1,008,R,YKLF,1,2204,7,Y,9407,1,0,2,BNSF,002824,001,,,,000,,1,0,0,0,0,1,0,0,0,0,17,0,0,2,0,1,0,2,0,0,21900,0,H607,H303,0,0,0,0,H607,2,1,008,21900,,41C035,0,000000,0,1,0,2,1,01,20,01,20,1,8,,CL,,,,202,,2022,0,0,0,0,0,0,KLAMATH,035,,,,N,OTH,000-000-000,Y-KLF2721-20 DERAILED 1 LOCOMOTIVE AND 3 RAILCARS WHILE PULLING INTO YARD TRACK 9407 DUE TO FAILURE,TO COMPLY WITH RESTRICTED SPEED IN TURN RUNNING THROUGH A DERAIL. NO HAZARDOUS MATERIAL WERE RELEASE,D.,,,,,,,,,,,,,0,42.195099,-121.770255,2,5,K,,,GATEWAY
22,01,NS,143911,,,,,22,01,NS,143911,,,22,01,03,6,44,AM,01,0,0,0,0,,CONWAY,PC023.,42,22,1,1,003,E,HY43,4,0,7,Y,29-56 LEAD TRACK,1,0000,2,UTLX,670694,001,N,,,000,,1,0,0,0,0,0,0,0,0,0,57,0,2,0,0,0,0,1,0,0,63446,6200,M101,,0,0,0,0,M101,2,1,003,69646,,42C007,0,000000,0,1,0,0,0,07,03,,,1,2,,CL,,,,208,,2022,0,0,0,0,0,0,BEAVER,007,,,,N,CWR,000-000-000,DURING NORMAL HUMPING OPERATIONS THEIR WAS A DOUBLE OBSTRUCTION IN THE SWITCH CAUSING THE SWITCH TO,THROW SLOW. THE UTLX 670694 DERAILED HALFWAY DOWN THE HUMP. BLOCKED FROM WC29-WC56 TRACKS IN THE CLA,SS YARD.,,,,,,,,,,,,,1,40.672361,-80.251826,2,5,K,,,KEYSTONE
22,04,CSX,000204641,,,,,22,04,CSX,000204641,,,22,04,30,8,30,AM,04,0,0,0,0,,GREENWOOD,0425.0,45,68,2,1,006,E,Y101,1,0,7,Y,M10,1,0000.0,2,WLPX,044666,001,N,,,000,,1,0,0,0,0,0,0,0,0,0,26,0,29,0,0,0,0,0,0,0,35367,324,H306,,0,0,0,0,H306,2,1,006,39191,,45C047,0,000000,0,1,0,1,0,01,30,01,30,3,3,,CL,,,,182,,2022,0,0,0,0,0,0,GREENWOOD,047,00,00,,N,OTH,000-000-000,Y10130 CONDUCTOR FAILED TO BE ON THE LEADING END OF THE SHOVE MOVE NORTH DIRECTION IN TRACK M10 CAUS,ING THE CUT TO EXIT THE NE OF THE TRACK STRIKING THE SIDE OF LOCOMOTIVE CSXT 4007.,,,,,,,,,,,,,,0,34.188493,-82.16507,2,5,,,,MONROE
22,04,CSX,000204641,,,,,22,04,CSX,000204641,,,22,04,30,8,30,AM,04,0,0,0,0,,GREENWOOD,0425.0,45,68,2,1,000,E,L636,1,893,1,Y,M10,1,0000.0,2,CSXT,004007,001,N,,,000,N,1,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,0,0,3500,0,H306,,0,0,0,0,H306,2,1,006,39191,,45C047,0,000000,0,1,0,1,0,01,30,01,30,1,3,,CL,,,,182,,2022,0,0,0,0,0,0,GREENWOOD,047,00,00,,N,OTH,000-000-000,Y10130 CONDUCTOR FAILED TO BE ON THE LEADING END OF THE SHOVE MOVE NORTH DIRECTION IN TRACK M10 CAUS,ING THE CUT TO EXIT THE NE OF THE TRACK STRIKING THE SIDE OF LOCOMOTIVE CSXT 4007.,,,,,,,,,,,,,,0,34.188493,-82.16507,2,5,,,,MONROE
22,05,NS,145306,,,,,22,05,NS,145306,,,22,05,19,10,50,AM,13,0,0,0,0,,SAXON,454.00,45,88,2,1,002,R,P44P,3,2894,1,Y,UPPER CROSSOVER,1,0000,2,DTTX,657945,019,Y,,,000,,4,0,0,0,0,0,0,0,0,0,19,0,19,0,0,4,0,0,0,0,20315,13227,H702,,0,0,0,0,H702,2,1,002,33542,,45C083,0,000000,0,1,1,1,0,02,20,02,20,1,3,,CL,,,,204,,2022,0,0,0,0,0,0,SPARTANBURG,083,00,00,,N,CWR,000-000-000,"WHILE SHOVING EAST WITH 4 UNITS, 19 LDS, 19 MTYS 2894 TONS AND 2477 FT, LOCAL P44P319 DERAILED ALL W","HEELS ON DTTX 657945, ALL WHEELS ON DTTX 721496, ALL WHEELS ON VMSX 310789, AND THE B-END OF GATX 67",540.,,,,,,,,,,,,,0,34.961143,-81.957403,2,5,K,,,CHARLOTTE
